"collected_for_day","entity_id","new_entity_accounts_count"
"2021-10-20","metamon",22
"2021-10-20","berry-cards",3
"2021-10-20","mintbase",56
"2021-10-20","roketo",29
"2021-10-20","pixel-party",8
"2021-10-20","ref-finance",574
"2021-10-20","3d-corgis",5
"2021-10-21","near-bet",6
"2021-10-21","Meta-Pool",183
"2021-10-21","galaxy-online",14
"2021-10-21","near-crowd",46
"2021-10-21","learn-near-club",34
"2021-10-21","berry-club",17
"2021-10-21","skyward-finance",120
"2021-10-21","sputnik-dao",8
"2021-10-21","pluminite",3
"2021-10-21","berry-cards",2
"2021-10-21","metamon",14
"2021-10-21","mintbase",72
"2021-10-21","roketo",13
"2021-10-21","pixel-party",6
"2021-10-21","ref-finance",796
"2021-10-22","nft-hiphop",3
"2021-10-22","near-bet",6
"2021-10-22","Meta-Pool",129
"2021-10-22","galaxy-online",10
"2021-10-22","near-crowd",41
"2021-10-22","learn-near-club",92
"2021-10-22","skyward-finance",130
"2021-10-22","berry-club",26
"2021-10-22","sputnik-dao",10
"2021-10-22","amplify-art",1
"2021-10-22","pluminite",4
"2021-10-22","berry-cards",1
"2021-10-22","metamon",23
"2021-10-22","mintbase",63
"2021-10-22","roketo",11
"2021-10-22","near-citizen",1
"2021-10-22","pixel-party",7
"2021-10-22","ref-finance",939
"2021-10-22","3d-corgis",4
"2021-10-23","nft-hiphop",2
"2021-10-23","near-bet",2
"2021-10-23","Meta-Pool",141
"2021-10-23","galaxy-online",6
"2021-10-23","near-crowd",34
"2021-10-23","learn-near-club",249
"2021-10-23","berry-club",24
"2021-10-23","skyward-finance",82
"2021-10-23","sputnik-dao",12
"2021-10-23","pluminite",5
"2021-10-23","metamon",31
"2021-10-23","berry-cards",6
"2021-10-23","mintbase",49
"2021-10-23","roketo",16
"2021-10-23","pixel-party",4
"2021-10-23","near-citizen",1
"2021-10-23","ref-finance",654
"2021-10-24","nft-hiphop",5
"2021-10-24","near-bet",8
"2021-10-24","Meta-Pool",297
"2021-10-24","galaxy-online",10
"2021-10-24","near-crowd",55
"2021-10-24","learn-near-club",534
"2021-10-24","skyward-finance",74
"2021-10-24","berry-club",61
"2021-10-24","sputnik-dao",27
"2021-10-24","amplify-art",2
"2021-10-24","pluminite",4
"2021-10-24","berry-cards",4
"2021-10-24","metamon",27
"2021-10-24","mintbase",45
"2021-10-24","roketo",19
"2021-10-24","pixel-party",6
"2021-10-24","ref-finance",624
"2021-10-24","3d-corgis",2
"2021-10-25","nft-hiphop",11
"2021-10-25","near-bet",18
"2021-10-25","Meta-Pool",242
"2021-10-25","galaxy-online",14
"2021-10-25","near-crowd",56
"2021-10-25","learn-near-club",653
"2021-10-25","berry-club",123
"2021-10-25","skyward-finance",189
"2021-10-25","nativo-nft",4
"2021-10-25","sputnik-dao",28
"2021-10-25","amplify-art",53
"2021-10-25","pluminite",8
"2021-10-25","berry-cards",6
"2021-10-25","metamon",32
"2021-10-25","mintbase",100
"2021-10-25","roketo",21
"2021-10-25","near-citizen",23
"2021-10-25","pixel-party",18
"2021-10-25","ref-finance",1277
"2021-10-25","3d-corgis",4
"2021-10-26","nft-hiphop",4
"2021-10-26","near-bet",10
"2021-10-26","Meta-Pool",233
"2021-10-26","galaxy-online",15
"2021-10-26","near-crowd",91
"2021-10-26","paras",27
"2021-10-26","learn-near-club",548
"2021-10-26","skyward-finance",373
"2021-10-26","berry-club",86
"2021-10-26","nativo-nft",1
"2021-10-26","sputnik-dao",36
"2021-10-26","amplify-art",5
"2021-10-26","pluminite",7
"2021-10-26","berry-cards",2
"2021-10-26","metamon",40
"2021-10-26","mintbase",177
"2021-10-26","roketo",14
"2021-10-26","pixel-party",12
"2021-10-26","near-citizen",19
"2021-10-26","ref-finance",1595
"2021-10-26","3d-corgis",4
"2021-10-27","nft-hiphop",3
"2021-10-27","near-bet",4
"2021-10-27","Meta-Pool",149
"2021-10-27","galaxy-online",12
"2021-10-27","near-crowd",50
"2021-10-27","paras",11
"2021-10-27","learn-near-club",502
"2021-10-27","skyward-finance",390
"2021-10-27","berry-club",74
"2021-10-27","nativo-nft",1
"2021-10-27","sputnik-dao",31
"2021-10-27","amplify-art",3
"2021-10-27","pluminite",6
"2021-10-27","berry-cards",5
"2021-10-27","metamon",24
"2021-10-27","mintbase",196
"2021-10-27","roketo",21
"2021-10-27","pixel-party",5
"2021-10-27","near-citizen",8
"2021-10-27","ref-finance",1000
"2021-10-27","3d-corgis",4
"2021-10-28","nft-hiphop",5
"2021-10-28","near-bet",5
"2021-10-28","Meta-Pool",118
"2021-10-28","galaxy-online",10
"2021-10-28","near-crowd",47
"2021-10-28","paras",1
"2021-10-28","learn-near-club",724
"2021-10-28","berry-club",65
"2021-10-28","skyward-finance",500
"2021-10-28","nativo-nft",2
"2021-10-28","sputnik-dao",33
"2021-10-28","amplify-art",2
"2021-10-28","pluminite",9
"2021-10-28","metamon",46
"2021-10-28","berry-cards",9
"2021-10-28","mintbase",73
"2021-10-28","roketo",80
"2021-10-28","pixel-party",13
"2021-10-28","near-citizen",22
"2021-10-28","ref-finance",743
"2021-10-28","3d-corgis",9
"2021-10-29","nft-hiphop",2
"2021-10-29","near-bet",4
"2021-10-29","Meta-Pool",107
"2021-10-29","galaxy-online",10
"2021-10-29","near-crowd",44
"2021-10-29","learn-near-club",656
"2021-10-29","berry-club",42
"2021-10-29","skyward-finance",394
"2021-10-29","sputnik-dao",27
"2021-10-29","amplify-art",1
"2021-10-29","pluminite",5
"2021-10-29","berry-cards",4
"2021-10-29","metamon",51
"2021-10-29","mintbase",53
"2021-10-29","roketo",69
"2021-10-29","pixel-party",2
"2021-10-29","near-citizen",11
"2021-10-29","ref-finance",463
"2021-10-29","3d-corgis",4
"2021-10-30","nft-hiphop",1
"2021-10-30","near-bet",7
"2021-10-30","Meta-Pool",118
"2021-10-30","galaxy-online",9
"2021-10-30","near-crowd",43
"2021-10-30","paras",1
"2021-10-30","learn-near-club",670
"2021-10-30","berry-club",27
"2021-10-30","skyward-finance",281
"2021-10-30","sputnik-dao",24
"2021-10-30","pluminite",7
"2021-10-30","berry-cards",8
"2021-10-30","metamon",36
"2021-10-30","mintbase",46
"2021-10-30","roketo",66
"2021-10-30","pixel-party",7
"2021-10-30","near-citizen",31
"2021-10-30","ref-finance",430
"2021-10-30","3d-corgis",2
"2021-10-31","nft-hiphop",3
"2021-10-31","near-bet",5
"2021-10-31","Meta-Pool",81
"2021-10-31","galaxy-online",6
"2021-10-31","near-crowd",34
"2021-10-31","paras",4
"2021-10-31","learn-near-club",642
"2021-10-31","berry-club",40
"2021-10-31","skyward-finance",335
"2021-10-31","nativo-nft",1
"2021-10-31","sputnik-dao",37
"2021-10-31","amplify-art",2
"2021-10-31","pluminite",6
"2021-10-31","berry-cards",7
"2021-10-31","metamon",32
"2021-10-31","mintbase",55
"2021-10-31","roketo",45
"2021-10-31","pixel-party",10
"2021-10-31","near-citizen",32
"2021-10-31","ref-finance",341
"2021-10-31","3d-corgis",5
"2021-11-01","nft-hiphop",5
"2021-11-01","near-bet",4
"2021-11-01","Meta-Pool",72
"2021-11-01","galaxy-online",9
"2021-11-01","near-crowd",42
"2021-11-01","paras",1
"2021-11-01","learn-near-club",643
"2021-11-01","berry-club",38
"2021-11-01","skyward-finance",191
"2021-11-01","nativo-nft",3
"2021-11-01","sputnik-dao",59
"2021-11-01","amplify-art",1
"2021-11-01","pluminite",7
"2021-11-01","berry-cards",4
"2021-11-01","metamon",30
"2021-11-01","mintbase",164
"2021-11-01","roketo",16
"2021-11-01","pixel-party",8
"2021-11-01","near-citizen",19
"2021-11-01","ref-finance",267
"2021-11-01","3d-corgis",2
"2021-11-02","nft-hiphop",5
"2021-11-02","near-bet",6
"2021-11-02","Meta-Pool",71
"2021-11-02","galaxy-online",6
"2021-11-02","near-crowd",40
"2021-11-02","learn-near-club",822
"2021-11-02","berry-club",41
"2021-11-02","skyward-finance",140
"2021-11-02","nativo-nft",4
"2021-11-02","sputnik-dao",73
"2021-11-02","nifty-comedians",11
"2021-11-02","pluminite",10
"2021-11-02","berry-cards",4
"2021-11-02","metamon",27
"2021-11-02","mintbase",69
"2021-11-02","roketo",8
"2021-11-02","pixel-party",6
"2021-11-02","near-citizen",22
"2021-11-02","ref-finance",317
"2021-11-02","3d-corgis",6
"2021-11-03","nft-hiphop",2
"2021-11-03","near-bet",4
"2021-11-03","Meta-Pool",84
"2021-11-03","galaxy-online",5
"2021-11-03","near-crowd",40
"2021-11-03","paras",1
"2021-11-03","learn-near-club",733
"2021-11-03","skyward-finance",165
"2021-11-03","berry-club",23
"2021-11-03","sputnik-dao",30
"2021-11-03","nativo-nft",9
"2021-11-03","nifty-comedians",6
"2021-11-03","pluminite",4
"2021-11-03","berry-cards",3
"2021-11-03","metamon",15
"2021-11-03","mintbase",66
"2021-11-03","roketo",3
"2021-11-03","near-citizen",6
"2021-11-03","pixel-party",1
"2021-11-03","ref-finance",307
"2021-11-03","3d-corgis",4
"2021-11-04","nft-hiphop",1
"2021-11-04","near-bet",8
"2021-11-04","Meta-Pool",71
"2021-11-04","galaxy-online",10
"2021-11-04","near-crowd",44
"2021-11-04","learn-near-club",628
"2021-11-04","berry-club",36
"2021-11-04","skyward-finance",332
"2021-11-04","nativo-nft",5
"2021-11-04","sputnik-dao",30
"2021-11-04","nifty-comedians",1
"2021-11-04","pluminite",4
"2021-11-04","berry-cards",4
"2021-11-04","metamon",16
"2021-11-04","mintbase",55
"2021-11-04","roketo",9
"2021-11-04","pixel-party",2
"2021-11-04","near-citizen",11
"2021-11-04","ref-finance",350
"2021-11-04","3d-corgis",1
"2021-11-05","nft-hiphop",4
"2021-11-05","near-bet",4
"2021-11-05","Meta-Pool",68
"2021-11-05","galaxy-online",6
"2021-11-05","near-crowd",67
"2021-11-05","learn-near-club",492
"2021-11-05","berry-club",43
"2021-11-05","skyward-finance",219
"2021-11-05","nativo-nft",3
"2021-11-05","sputnik-dao",18
"2021-11-05","pluminite",4
"2021-11-05","berry-cards",3
"2021-11-05","metamon",19
"2021-11-05","mintbase",49
"2021-11-05","roketo",6
"2021-11-05","pixel-party",5
"2021-11-05","near-citizen",5
"2021-11-05","ref-finance",254
"2021-11-05","3d-corgis",3
"2021-11-06","near-bet",12
"2021-11-06","Meta-Pool",84
"2021-11-06","galaxy-online",6
"2021-11-06","near-crowd",32
"2021-11-06","paras",1
"2021-11-06","learn-near-club",1274
"2021-11-06","berry-club",28
"2021-11-06","skyward-finance",800
"2021-11-06","sputnik-dao",25
"2021-11-06","amplify-art",1
"2021-11-06","nifty-comedians",1
"2021-11-06","pluminite",1
"2021-11-06","berry-cards",1
"2021-11-06","metamon",1
"2021-11-06","mintbase",37
"2021-11-06","roketo",3
"2021-11-06","pixel-party",6
"2021-11-06","near-citizen",6
"2021-11-06","ref-finance",499
"2021-11-06","3d-corgis",2
"2021-11-07","nft-hiphop",1
"2021-11-07","near-bet",3
"2021-11-07","Meta-Pool",66
"2021-11-07","galaxy-online",4
"2021-11-07","near-crowd",50
"2021-11-07","paras",1
"2021-11-07","learn-near-club",454
"2021-11-07","berry-club",20
"2021-11-07","skyward-finance",534
"2021-11-07","sputnik-dao",23
"2021-11-07","pluminite",5
"2021-11-07","metamon",1
"2021-11-07","berry-cards",5
"2021-11-07","mintbase",59
"2021-11-07","roketo",4
"2021-11-07","near-citizen",15
"2021-11-07","pixel-party",9
"2021-11-07","ref-finance",413
"2021-11-07","3d-corgis",4
"2021-11-08","nft-hiphop",2
"2021-11-08","near-bet",4
"2021-11-08","Meta-Pool",73
"2021-11-08","galaxy-online",8
"2021-11-08","near-crowd",67
"2021-11-08","learn-near-club",688
"2021-11-08","berry-club",17
"2021-11-08","skyward-finance",886
"2021-11-08","nativo-nft",3
"2021-11-08","sputnik-dao",25
"2021-11-08","nifty-comedians",2
"2021-11-08","pluminite",1
"2021-11-08","metamon",2
"2021-11-08","berry-cards",3
"2021-11-08","mintbase",50
"2021-11-08","roketo",9
"2021-11-08","pixel-party",10
"2021-11-08","near-citizen",13
"2021-11-08","ref-finance",272
"2021-11-08","3d-corgis",4
"2021-11-09","nft-hiphop",3
"2021-11-09","near-bet",7
"2021-11-09","Meta-Pool",87
"2021-11-09","galaxy-online",12
"2021-11-09","near-crowd",45
"2021-11-09","learn-near-club",1227
"2021-11-09","berry-club",25
"2021-11-09","skyward-finance",490
"2021-11-09","nativo-nft",2
"2021-11-09","sputnik-dao",17
"2021-11-09","pluminite",6
"2021-11-09","metamon",1
"2021-11-09","berry-cards",4
"2021-11-09","mintbase",59
"2021-11-09","roketo",4
"2021-11-09","pixel-party",10
"2021-11-09","near-citizen",14
"2021-11-09","ref-finance",318
"2021-11-09","3d-corgis",1
"2021-11-10","nft-hiphop",3
"2021-11-10","near-bet",18
"2021-11-10","Meta-Pool",79
"2021-11-10","galaxy-online",8
"2021-11-10","near-crowd",47
"2021-11-10","learn-near-club",818
"2021-11-10","berry-club",28
"2021-11-10","skyward-finance",568
"2021-11-10","nativo-nft",1
"2021-11-10","sputnik-dao",33
"2021-11-10","amplify-art",1
"2021-11-10","pluminite",6
"2021-11-10","berry-cards",2
"2021-11-10","metamon",2
"2021-11-10","mintbase",49
"2021-11-10","roketo",7
"2021-11-10","pixel-party",9
"2021-11-10","near-citizen",28
"2021-11-10","ref-finance",413
"2021-11-10","3d-corgis",5
"2021-11-11","nft-hiphop",5
"2021-11-11","near-bet",12
"2021-11-11","Meta-Pool",98
"2021-11-11","galaxy-online",12
"2021-11-11","near-crowd",50
"2021-11-11","learn-near-club",454
"2021-11-11","skyward-finance",967
"2021-11-11","berry-club",27
"2021-11-11","sputnik-dao",18
"2021-11-11","nativo-nft",4
"2021-11-11","nifty-comedians",1
"2021-11-11","pluminite",9
"2021-11-11","metamon",2
"2021-11-11","berry-cards",2
"2021-11-11","mintbase",58
"2021-11-11","roketo",3
"2021-11-11","pixel-party",9
"2021-11-11","near-citizen",23
"2021-11-11","ref-finance",835
"2021-11-11","3d-corgis",4
"2021-11-12","nft-hiphop",6
"2021-11-12","near-bet",9
"2021-11-12","Meta-Pool",93
"2021-11-12","galaxy-online",7
"2021-11-12","near-crowd",48
"2021-11-12","learn-near-club",295
"2021-11-12","berry-club",25
"2021-11-12","skyward-finance",685
"2021-11-12","sputnik-dao",19
"2021-11-12","nativo-nft",3
"2021-11-12","amplify-art",2
"2021-11-12","pluminite",2
"2021-11-12","berry-cards",2
"2021-11-12","mintbase",68
"2021-11-12","roketo",3
"2021-11-12","near-citizen",12
"2021-11-12","pixel-party",8
"2021-11-12","ref-finance",285
"2021-11-12","3d-corgis",5
"2021-11-13","nft-hiphop",1
"2021-11-13","near-bet",3
"2021-11-13","Meta-Pool",66
"2021-11-13","galaxy-online",5
"2021-11-13","near-crowd",43
"2021-11-13","learn-near-club",359
"2021-11-13","berry-club",24
"2021-11-13","skyward-finance",834
"2021-11-13","sputnik-dao",9
"2021-11-13","pluminite",26
"2021-11-13","metamon",2
"2021-11-13","berry-cards",2
"2021-11-13","mintbase",61
"2021-11-13","roketo",4
"2021-11-13","near-citizen",11
"2021-11-13","pixel-party",7
"2021-11-13","ref-finance",254
"2021-11-13","3d-corgis",3
"2021-11-14","nft-hiphop",2
"2021-11-14","near-bet",11
"2021-11-14","Meta-Pool",74
"2021-11-14","galaxy-online",10
"2021-11-14","near-crowd",50
"2021-11-14","learn-near-club",463
"2021-11-14","berry-club",24
"2021-11-14","skyward-finance",643
"2021-11-14","sputnik-dao",17
"2021-11-14","nativo-nft",5
"2021-11-14","amplify-art",2
"2021-11-14","pluminite",5
"2021-11-14","berry-cards",6
"2021-11-14","mintbase",57
"2021-11-14","roketo",5
"2021-11-14","pixel-party",2
"2021-11-14","near-citizen",8
"2021-11-14","ref-finance",276
"2021-11-14","3d-corgis",2
"2021-11-15","nft-hiphop",1
"2021-11-15","near-bet",12
"2021-11-15","Meta-Pool",89
"2021-11-15","galaxy-online",7
"2021-11-15","near-crowd",39
"2021-11-15","learn-near-club",275
"2021-11-15","berry-club",21
"2021-11-15","skyward-finance",567
"2021-11-15","nativo-nft",3
"2021-11-15","sputnik-dao",19
"2021-11-15","nifty-comedians",1
"2021-11-15","pluminite",9
"2021-11-15","berry-cards",3
"2021-11-15","mintbase",39
"2021-11-15","roketo",5
"2021-11-15","pixel-party",10
"2021-11-15","near-citizen",25
"2021-11-15","ref-finance",244
"2021-11-15","3d-corgis",7
"2021-11-16","nft-hiphop",1
"2021-11-16","near-bet",2
"2021-11-16","Meta-Pool",55
"2021-11-16","galaxy-online",10
"2021-11-16","near-crowd",62
"2021-11-16","learn-near-club",127
"2021-11-16","berry-club",17
"2021-11-16","skyward-finance",621
"2021-11-16","nativo-nft",1
"2021-11-16","sputnik-dao",11
"2021-11-16","pluminite",2
"2021-11-16","berry-cards",5
"2021-11-16","mintbase",49
"2021-11-16","roketo",3
"2021-11-16","pixel-party",4
"2021-11-16","near-citizen",16
"2021-11-16","ref-finance",194
"2021-11-16","3d-corgis",1
"2021-11-17","nft-hiphop",2
"2021-11-17","near-bet",5
"2021-11-17","Meta-Pool",59
"2021-11-17","galaxy-online",12
"2021-11-17","near-crowd",34
"2021-11-17","learn-near-club",249
"2021-11-17","berry-club",14
"2021-11-17","skyward-finance",605
"2021-11-17","nativo-nft",2
"2021-11-17","sputnik-dao",2
"2021-11-17","nifty-comedians",2
"2021-11-17","pluminite",7
"2021-11-17","berry-cards",1
"2021-11-17","mintbase",42
"2021-11-17","roketo",4
"2021-11-17","pixel-party",7
"2021-11-17","near-citizen",8
"2021-11-17","ref-finance",216
"2021-11-18","nft-hiphop",2
"2021-11-18","near-bet",5
"2021-11-18","Meta-Pool",71
"2021-11-18","galaxy-online",3
"2021-11-18","near-crowd",48
"2021-11-18","paras",1
"2021-11-18","learn-near-club",172
"2021-11-18","berry-club",14
"2021-11-18","skyward-finance",140
"2021-11-18","sputnik-dao",10
"2021-11-18","pluminite",4
"2021-11-18","metamon",1
"2021-11-18","berry-cards",2
"2021-11-18","mintbase",43
"2021-11-18","roketo",1
"2021-11-18","pixel-party",8
"2021-11-18","near-citizen",18
"2021-11-18","ref-finance",832
"2021-11-18","3d-corgis",2
"2021-11-19","nft-hiphop",1
"2021-11-19","near-bet",5
"2021-11-19","Meta-Pool",51
"2021-11-19","galaxy-online",3
"2021-11-19","near-crowd",59
"2021-11-19","learn-near-club",142
"2021-11-19","berry-club",12
"2021-11-19","skyward-finance",90
"2021-11-19","sputnik-dao",9
"2021-11-19","pluminite",1
"2021-11-19","metamon",1
"2021-11-19","berry-cards",3
"2021-11-19","mintbase",34
"2021-11-19","roketo",2
"2021-11-19","near-citizen",7
"2021-11-19","pixel-party",6
"2021-11-19","ref-finance",555
"2021-11-19","3d-corgis",2
"2021-11-20","near-bet",2
"2021-11-20","Meta-Pool",56
"2021-11-20","galaxy-online",6
"2021-11-20","near-crowd",85
"2021-11-20","learn-near-club",231
"2021-11-20","berry-club",22
"2021-11-20","skyward-finance",79
"2021-11-20","sputnik-dao",5
"2021-11-20","nifty-comedians",1
"2021-11-20","pluminite",2
"2021-11-20","berry-cards",2
"2021-11-20","mintbase",48
"2021-11-20","roketo",4
"2021-11-20","near-citizen",3
"2021-11-20","pixel-party",6
"2021-11-20","ref-finance",397
"2021-11-20","3d-corgis",1
"2021-11-21","near-bet",8
"2021-11-21","Meta-Pool",49
"2021-11-21","galaxy-online",7
"2021-11-21","near-crowd",71
"2021-11-21","learn-near-club",179
"2021-11-21","berry-club",18
"2021-11-21","skyward-finance",62
"2021-11-21","sputnik-dao",3
"2021-11-21","pluminite",2
"2021-11-21","berry-cards",1
"2021-11-21","mintbase",52
"2021-11-21","roketo",1
"2021-11-21","pixel-party",8
"2021-11-21","near-citizen",3
"2021-11-21","ref-finance",327
"2021-11-21","3d-corgis",4
"2021-11-22","nft-hiphop",1
"2021-11-22","near-bet",6
"2021-11-22","Meta-Pool",60
"2021-11-22","galaxy-online",2
"2021-11-22","near-crowd",78
"2021-11-22","paras",1
"2021-11-22","learn-near-club",251
"2021-11-22","skyward-finance",35
"2021-11-22","berry-club",12
"2021-11-22","sputnik-dao",11
"2021-11-22","pluminite",2
"2021-11-22","berry-cards",2
"2021-11-22","mintbase",50
"2021-11-22","roketo",6
"2021-11-22","near-citizen",4
"2021-11-22","pixel-party",8
"2021-11-22","ref-finance",501
"2021-11-23","nft-hiphop",4
"2021-11-23","near-bet",6
"2021-11-23","Meta-Pool",63
"2021-11-23","galaxy-online",4
"2021-11-23","near-crowd",81
"2021-11-23","learn-near-club",246
"2021-11-23","berry-club",16
"2021-11-23","skyward-finance",40
"2021-11-23","sputnik-dao",5
"2021-11-23","nativo-nft",2
"2021-11-23","pluminite",2
"2021-11-23","berry-cards",1
"2021-11-23","mintbase",44
"2021-11-23","roketo",2
"2021-11-23","pixel-party",5
"2021-11-23","near-citizen",7
"2021-11-23","ref-finance",315
"2021-11-23","3d-corgis",3
"2021-11-24","near-bet",6
"2021-11-24","Meta-Pool",55
"2021-11-24","galaxy-online",3
"2021-11-24","near-crowd",53
"2021-11-24","learn-near-club",458
"2021-11-24","berry-club",14
"2021-11-24","skyward-finance",39
"2021-11-24","nativo-nft",2
"2021-11-24","sputnik-dao",10
"2021-11-24","pluminite",4
"2021-11-24","mintbase",57
"2021-11-24","roketo",4
"2021-11-24","near-citizen",6
"2021-11-24","pixel-party",5
"2021-11-24","ref-finance",324
"2021-11-24","3d-corgis",2
"2021-11-25","nft-hiphop",1
"2021-11-25","near-bet",6
"2021-11-25","Meta-Pool",41
"2021-11-25","galaxy-online",3
"2021-11-25","near-crowd",36
"2021-11-25","learn-near-club",2535
"2021-11-25","skyward-finance",28
"2021-11-25","berry-club",16
"2021-11-25","sputnik-dao",4
"2021-11-25","amplify-art",1
"2021-11-25","pluminite",3
"2021-11-25","mintbase",33
"2021-11-25","roketo",4
"2021-11-25","near-citizen",2
"2021-11-25","pixel-party",5
"2021-11-25","ref-finance",257
"2021-11-26","nft-hiphop",2
"2021-11-26","near-bet",5
"2021-11-26","Meta-Pool",27
"2021-11-26","galaxy-online",7
"2021-11-26","near-crowd",26
"2021-11-26","learn-near-club",1803
"2021-11-26","berry-club",7
"2021-11-26","skyward-finance",24
"2021-11-26","sputnik-dao",4
"2021-11-26","nativo-nft",1
"2021-11-26","pluminite",2
"2021-11-26","metamon",1
"2021-11-26","mintbase",27
"2021-11-26","roketo",2
"2021-11-26","near-citizen",1
"2021-11-26","pixel-party",3
"2021-11-26","ref-finance",194
"2021-11-26","3d-corgis",1
"2021-11-27","near-bet",4
"2021-11-27","Meta-Pool",29
"2021-11-27","galaxy-online",7
"2021-11-27","near-crowd",15
"2021-11-27","learn-near-club",280
"2021-11-27","berry-club",6
"2021-11-27","skyward-finance",24
"2021-11-27","sputnik-dao",6
"2021-11-27","nativo-nft",3
"2021-11-27","pluminite",3
"2021-11-27","berry-cards",1
"2021-11-27","mintbase",19
"2021-11-27","roketo",1
"2021-11-27","pixel-party",4
"2021-11-27","near-citizen",4
"2021-11-27","ref-finance",130
"2021-11-27","3d-corgis",1
"2021-11-28","nft-hiphop",2
"2021-11-28","near-bet",5
"2021-11-28","nearnauts",22
"2021-11-28","Meta-Pool",30
"2021-11-28","galaxy-online",1
"2021-11-28","near-crowd",23
"2021-11-28","learn-near-club",18
"2021-11-28","berry-club",5
"2021-11-28","skyward-finance",21
"2021-11-28","nativo-nft",1
"2021-11-28","sputnik-dao",6
"2021-11-28","pluminite",1
"2021-11-28","berry-cards",1
"2021-11-28","mintbase",11
"2021-11-28","roketo",4
"2021-11-28","pixel-party",7
"2021-11-28","ref-finance",116
"2021-11-29","near-bet",6
"2021-11-29","nearnauts",111
"2021-11-29","Meta-Pool",34
"2021-11-29","galaxy-online",2
"2021-11-29","near-crowd",42
"2021-11-29","learn-near-club",29
"2021-11-29","berry-club",7
"2021-11-29","skyward-finance",30
"2021-11-29","sputnik-dao",6
"2021-11-29","berry-cards",2
"2021-11-29","mintbase",29
"2021-11-29","roketo",1
"2021-11-29","near-citizen",3
"2021-11-29","pixel-party",5
"2021-11-29","ref-finance",130
"2021-11-30","nft-hiphop",3
"2021-11-30","near-bet",4
"2021-11-30","nearnauts",207
"2021-11-30","Meta-Pool",35
"2021-11-30","galaxy-online",5
"2021-11-30","near-crowd",41
"2021-11-30","learn-near-club",93
"2021-11-30","skyward-finance",112
"2021-11-30","berry-club",9
"2021-11-30","nativo-nft",10
"2021-11-30","sputnik-dao",8
"2021-11-30","amplify-art",1
"2021-11-30","pluminite",1
"2021-11-30","metamon",1
"2021-11-30","mintbase",62
"2021-11-30","roketo",1
"2021-11-30","near-citizen",1
"2021-11-30","pixel-party",4
"2021-11-30","ref-finance",123
"2021-12-01","near-bet",2
"2021-12-01","nearnauts",612
"2021-12-01","Meta-Pool",58
"2021-12-01","galaxy-online",4
"2021-12-01","near-crowd",28
"2021-12-01","learn-near-club",86
"2021-12-01","skyward-finance",63
"2021-12-01","berry-club",15
"2021-12-01","sputnik-dao",5
"2021-12-01","pluminite",1
"2021-12-01","berry-cards",3
"2021-12-01","mintbase",54
"2021-12-01","roketo",7
"2021-12-01","near-citizen",4
"2021-12-01","pixel-party",6
"2021-12-01","ref-finance",113
"2021-12-01","3d-corgis",1
"2021-12-02","nft-hiphop",1
"2021-12-02","near-bet",4
"2021-12-02","nearnauts",235
"2021-12-02","Meta-Pool",44
"2021-12-02","galaxy-online",2
"2021-12-02","near-crowd",29
"2021-12-02","learn-near-club",99
"2021-12-02","skyward-finance",45
"2021-12-02","berry-club",5
"2021-12-02","sputnik-dao",3
"2021-12-02","nativo-nft",3
"2021-12-02","pluminite",1
"2021-12-02","mintbase",271
"2021-12-02","roketo",3
"2021-12-02","near-citizen",2
"2021-12-02","pixel-party",2
"2021-12-02","ref-finance",92
"2021-12-03","nft-hiphop",1
"2021-12-03","near-bet",5
"2021-12-03","nearnauts",55
"2021-12-03","Meta-Pool",73
"2021-12-03","galaxy-online",12
"2021-12-03","near-crowd",19
"2021-12-03","learn-near-club",68
"2021-12-03","berry-club",17
"2021-12-03","skyward-finance",46
"2021-12-03","sputnik-dao",6
"2021-12-03","mintbase",455
"2021-12-03","near-citizen",1
"2021-12-03","pixel-party",3
"2021-12-03","ref-finance",171
"2021-12-03","3d-corgis",1
"2021-12-04","nft-hiphop",2
"2021-12-04","near-bet",5
"2021-12-04","nearnauts",32
"2021-12-04","Meta-Pool",38
"2021-12-04","galaxy-online",11
"2021-12-04","near-crowd",24
"2021-12-04","learn-near-club",76
"2021-12-04","berry-club",8
"2021-12-04","skyward-finance",33
"2021-12-04","nativo-nft",1
"2021-12-04","sputnik-dao",5
"2021-12-04","pluminite",1
"2021-12-04","metamon",1
"2021-12-04","mintbase",179
"2021-12-04","roketo",5
"2021-12-04","pixel-party",12
"2021-12-04","near-citizen",5
"2021-12-04","ref-finance",101
"2021-12-04","3d-corgis",1
"2021-12-05","nft-hiphop",1
"2021-12-05","near-bet",3
"2021-12-05","nearnauts",18
"2021-12-05","Meta-Pool",47
"2021-12-05","galaxy-online",6
"2021-12-05","near-crowd",19
"2021-12-05","learn-near-club",75
"2021-12-05","skyward-finance",27
"2021-12-05","berry-club",18
"2021-12-05","nativo-nft",1
"2021-12-05","sputnik-dao",4
"2021-12-05","amplify-art",1
"2021-12-05","berry-cards",2
"2021-12-05","mintbase",81
"2021-12-05","roketo",3
"2021-12-05","near-citizen",2
"2021-12-05","pixel-party",7
"2021-12-05","ref-finance",102
"2021-12-06","nft-hiphop",1
"2021-12-06","near-bet",3
"2021-12-06","nearnauts",33
"2021-12-06","Meta-Pool",56
"2021-12-06","galaxy-online",6
"2021-12-06","near-crowd",29
"2021-12-06","paras",1
"2021-12-06","learn-near-club",79
